"","Target","ID","Date","flag","User","Text"
"645556",0,2236310719,"Fri Jun 19 03:22:52 PDT 2009","NO_QUERY","Darvo110","Low battery on phone. Bye bye twitter "
"645601",0,2236322890,"Fri Jun 19 03:24:51 PDT 2009","NO_QUERY","jaducms","Mobiles are always on, always with me and personal. But battery powered and GPS and apps use lots of battery!  #scotweb2 ^CHF"
"645813",0,2236374676,"Fri Jun 19 03:32:51 PDT 2009","NO_QUERY","salawi","No electricity in the neighbourhood! I can't even find the multi-colored battery fan  Dubai's heat is killin me!"
"646388",0,2236506462,"Fri Jun 19 03:52:53 PDT 2009","NO_QUERY","Twilightmyst","@PinkTribble Heh! Who has the space for an altar? (*grumble - property prices) ;p Easier with battery powered scented candles? Mmm Mandle "
"647133",0,2236685188,"Fri Jun 19 04:18:01 PDT 2009","NO_QUERY","simon180","@nigelyoung If it is anything like @angelajyoung's your battery is about to go - hers barely lasts a day out of the house "
"647380",0,2236748640,"Fri Jun 19 04:26:57 PDT 2009","NO_QUERY","Ipu_chan","Not bad for time! But holy jeez I need a new battery for my BB. It keeps dying "
"647795",0,2236859541,"Fri Jun 19 04:41:33 PDT 2009","NO_QUERY","odd_one_in","My power adaptor stopped working, and it's the weekend. The battery won't last  What to do?"
"648221",0,2236973894,"Fri Jun 19 04:56:04 PDT 2009","NO_QUERY","davidgilson","@ian9outof10  I hadn't heard about its battery life yet - shame. It's the one phone that's made me think twice about a touchscreen"
"648476",0,2237036664,"Fri Jun 19 05:03:29 PDT 2009","NO_QUERY","carolthen","battery flat, nv bring charger, gdbye. bored to dead  http://plurk.com/p/12602s"
"648762",0,2237111917,"Fri Jun 19 05:12:17 PDT 2009","NO_QUERY","Rienster","my watch has stopped, now I need to go and get a new battery put in it "
"650739",0,2237661242,"Fri Jun 19 06:09:56 PDT 2009","NO_QUERY","RichyG2000","Is wondering why the battery on my iphone only lasts about 3 hours max if playing with it!! Its only 6 months old "
"652921",0,2238406485,"Fri Jun 19 07:14:20 PDT 2009","NO_QUERY","nomadone","left the house this morning to find someone had broken into my car and stolen my car's battery, can u believe it, cost R600 to replace "
"654757",0,2239587422,"Fri Jun 19 08:43:32 PDT 2009","NO_QUERY","anakiro","So, got my netbook (it's TINY and AWESOME) - but ofc, I forgot I would need to charge the battery before it can be played with "
"655386",0,2239917205,"Fri Jun 19 09:07:07 PDT 2009","NO_QUERY","greeneyeris","honda car battery dead "
"655883",0,2240187423,"Fri Jun 19 09:26:41 PDT 2009","NO_QUERY","ripflcl7","Disappointed by the Palm pre battery.  There's no Iphone killer..."
"657011",0,2240793100,"Fri Jun 19 10:10:09 PDT 2009","NO_QUERY","iainrlennox","Damn it iPhone battery low again  �?�"
"657108",0,2240831984,"Fri Jun 19 10:12:58 PDT 2009","NO_QUERY","Jodasaur","My ipods run out of battery - stuck in traffic  text me - 07595758075"
"657344",0,2240989155,"Fri Jun 19 10:24:27 PDT 2009","NO_QUERY","johntracy","Dead battery in jeep "
"658012",0,2241282835,"Fri Jun 19 10:45:43 PDT 2009","NO_QUERY","ZeeTomCasper","@kpereira you'll get arrested then your battery will die so you cannot call anyone "
"658219",0,2241399062,"Fri Jun 19 10:54:15 PDT 2009","NO_QUERY","mhollantx","I want to be on Twitter but have to save my battery for the drive home. "
"658273",0,2241446515,"Fri Jun 19 10:57:46 PDT 2009","NO_QUERY","code2klabs","damn, #jailbreak for #iphone 3.0 is out and my battery is on low power  have to recharge first....."
"658331",0,2241468418,"Fri Jun 19 10:59:23 PDT 2009","NO_QUERY","PrincessofNY","@suaveguy321 a lot of people do but the ones that don't say it uses to much battery "
"658537",0,2241580197,"Fri Jun 19 11:07:22 PDT 2009","NO_QUERY","Espenrodland","Fixed my moped... but can't use it just yet       (Flat battery) -_-"
"659429",0,2242130119,"Fri Jun 19 11:48:26 PDT 2009","NO_QUERY","pjenks","I pulled the battery out and it still wont upload my tweets even when I click refresh "
"660701",0,2242805924,"Fri Jun 19 12:39:15 PDT 2009","NO_QUERY","cheydee","ahh man, my mobile battery was dead from like 10am and I was out ALL day.. i felt like it was 1996 my pre phone days "
"660748",0,2242816213,"Fri Jun 19 12:40:03 PDT 2009","NO_QUERY","andyburke","@ginatrapani not for now, too little better than 3G to justify cost. Maybe in 6 months when cheaper if 3G's battery continues to decline "
"661082",0,2242999009,"Fri Jun 19 12:53:55 PDT 2009","NO_QUERY","ridiculoux","@JamieSour if digital travel clock means cellphone battery, then yes! i don't know why, but it was draining super fast today "
"661779",0,2243336845,"Fri Jun 19 13:19:15 PDT 2009","NO_QUERY","karaleung","@dianeabapo Alien Bees battery pack is actually really good and reliable. I don't have a portable strobe kit "
"662714",0,2243734627,"Fri Jun 19 13:49:54 PDT 2009","NO_QUERY","mmgomezz","ooopsss!! without battery u can plug it in the computer  save them first. But don´t worry. Listen the videos in the car are not that bad."
"664035",0,2244341960,"Fri Jun 19 14:37:15 PDT 2009","NO_QUERY","ciupyke","@PreThinking Where did they say anything about better battery life with this update? My SpeedBrain maxes @ 6140 so far... "
"664638",0,2244565672,"Fri Jun 19 14:55:02 PDT 2009","NO_QUERY","ABG49","iPhone playing up - battery running down all the time, back very hot (the phone not mine), even charging isn't making a difference. "
"666865",0,2245431462,"Fri Jun 19 16:07:21 PDT 2009","NO_QUERY","eternalriver","Gutted - I cannot believe I left my Stylophone on.... Battery flat!  No MGMT tonight then! "
"666879",0,2245433885,"Fri Jun 19 16:07:33 PDT 2009","NO_QUERY","arianaandfamily","Ugh, I brought my honking SLR with me to visit a friend, but forgot my battery "
"669032",0,2246127573,"Fri Jun 19 17:08:00 PDT 2009","NO_QUERY","ddol","Eek! Hit pause instead of menu to check battery. Lost ~5secs  . Two new tracks just played. Some girl is rubbing her ass against my head"
"669681",0,2246331327,"Fri Jun 19 17:26:14 PDT 2009","NO_QUERY","islandtex13","very bummed. was working on iMovie video for year 8...ran out of battery...pics/videos weren't working. Had to delete them "
"669868",0,2246388269,"Fri Jun 19 17:31:18 PDT 2009","NO_QUERY","milofever","I'll have to wait to tweet because my phone battery ran out! Buuuuu "
"671660",0,2246927350,"Fri Jun 19 18:19:56 PDT 2009","NO_QUERY","M0dEl_ChICk","Fuck, this battery is dying faster than the hype surrounding Ciara's album "
"671973",0,2247030069,"Fri Jun 19 18:29:07 PDT 2009","NO_QUERY","TheNotoriousJEN","AH BIG FUCKING SHIT! LMAAOO! @M0dEl_ChICk Fuck, this battery is dying faster than the hype surrounding Ciara's album "
"673864",0,2247617929,"Fri Jun 19 19:22:04 PDT 2009","NO_QUERY","6omma","Running out of battery .. 3G swallow it... Returning 2 twttr from home. Later! "
"674083",0,2247686560,"Fri Jun 19 19:28:16 PDT 2009","NO_QUERY","yooSara","#dontyouhate when yourr battery on your blackberry is low &amp;the radio signal turns off &amp;you cant get txts or calls?  or is that jst mine?"
"675146",0,2248007196,"Fri Jun 19 19:57:39 PDT 2009","NO_QUERY","crazyjibin","Won't be able to tweet much-forgot to charge my cel-battery low "
"676424",0,2248391566,"Fri Jun 19 20:33:00 PDT 2009","NO_QUERY","TxTroubleMaker","Chillin with Lianne, her battery is dead...  Jumper cables would be awesome right now....  "
"676692",0,2248471877,"Fri Jun 19 20:40:40 PDT 2009","NO_QUERY","ssieg","@z3bbster thanks for the Palm Pre update - i know a few people with them.. one thing i know is that they are not happy with battery life "
"677361",0,2248665706,"Fri Jun 19 20:59:24 PDT 2009","NO_QUERY","ZacharyZips","My sisters laptops battery just officialy died so no more really late nights online for a few weeks "
"677381",0,2248673942,"Fri Jun 19 21:00:09 PDT 2009","NO_QUERY","fabiolabirzayit","&quot;low battery&quot; nooo!! Tengo q irme  @@medinaerick i love u, espero q me respondas... Good night twitterband!!"
"678163",0,2248895279,"Fri Jun 19 21:22:00 PDT 2009","NO_QUERY","aphela","Got a new cord for my computer. Thank goodness -- it has a battery life of only 1.5 hours. "
"678527",0,2248996807,"Fri Jun 19 21:32:27 PDT 2009","NO_QUERY","brycefury","Damn my dad and I went to vons, ce out of vons car battery was dead  walking home with fire wood and beer hahah"
"678550",0,2249002472,"Fri Jun 19 21:33:03 PDT 2009","NO_QUERY","kelzfosho","@snackadoodle It died from low battery, and now it won't turn on, even though it's charging. "
"679007",0,2249118066,"Fri Jun 19 21:45:06 PDT 2009","NO_QUERY","boo3dmax","Woke up early on Saturday, but its of no use..coz no current  10% battery remaining.. i wish i should be in lakshadweep or in US.."
"679239",0,2249181196,"Fri Jun 19 21:51:49 PDT 2009","NO_QUERY","Claarraaaa","@jOshweird just got back from the beach!!! I would of called you put my phone had no more battery "
"679501",0,2249247140,"Fri Jun 19 21:59:04 PDT 2009","NO_QUERY","Dan_Mcandrew","Stuck in Youngstown with a dead battery. Shit "
"679549",0,2249259781,"Fri Jun 19 22:00:21 PDT 2009","NO_QUERY","ilovemargaritas","Only have 10% of battery left...boo me "
"680162",0,2249419473,"Fri Jun 19 22:17:41 PDT 2009","NO_QUERY","Shaniinee","I wanna skype, too bad i only have 30% battery remaining "
"680411",0,2249485193,"Fri Jun 19 22:25:15 PDT 2009","NO_QUERY","Miss_Cee_Cee","Damn my battery on my phone is startin to die "
"680840",0,2249596822,"Fri Jun 19 22:38:14 PDT 2009","NO_QUERY","JayresC","@baldeggie its working fine for me. *after 2 battery pulls*  http://myloc.me/4B2g"
"682752",0,2250095791,"Fri Jun 19 23:41:36 PDT 2009","NO_QUERY","buttaflygirly7","Battery died  x No fairrrrrrr, wanna play! x"
"682836",0,2250113789,"Fri Jun 19 23:44:09 PDT 2009","NO_QUERY","superphoebe","@saturnbattery thanks! yes- we love the Sauvie. seems hard to use stuff on a weekend, though "
"683625",0,2250323088,"Sat Jun 20 00:14:13 PDT 2009","NO_QUERY","ahdchild","No pics tonight cuz I left my camera battery in the charger at home "
"686518",0,2251047983,"Sat Jun 20 02:16:27 PDT 2009","NO_QUERY","kerroy112","My blackberry battery died! "
"686636",0,2251078460,"Sat Jun 20 02:22:06 PDT 2009","NO_QUERY","jeeeslouise","Blackberry is having issues. I should start using that new battery..! "
"686713",0,2251092539,"Sat Jun 20 02:24:48 PDT 2009","NO_QUERY","sanju2","its a powrcut here  lappy battery clung at 19% and am sweating profusely:|"
"686849",0,2251122577,"Sat Jun 20 02:30:20 PDT 2009","NO_QUERY","F1Guru","Left my iphone usb at work. Phones about to run out or battery again  Trip to work it is then"
"687348",0,2251248501,"Sat Jun 20 02:54:18 PDT 2009","NO_QUERY","lornamckenzie","so tired - ipod didnt turn off so now the battery is dead. nooo "
"687517",0,2251295835,"Sat Jun 20 03:02:56 PDT 2009","NO_QUERY","danielkegel","Fw 3.0 drains my battery like crazy. 30% down after only 2 hours of moderate use "
"687946",0,2251404867,"Sat Jun 20 03:23:55 PDT 2009","NO_QUERY","HalleyAliceRuth","Wrote an amazing blog then my comp battery died and my whole blog got erased imma cry "
"688096",0,2251438794,"Sat Jun 20 03:30:30 PDT 2009","NO_QUERY","ClaireSparks","my ipod just ran out of battery i was listening to Turn Right-Jonas Brothers aswell "
"688736",0,2251592149,"Sat Jun 20 03:59:52 PDT 2009","NO_QUERY","roulla","@csimps0n I take your flat battery and raise you 4 weird-sized tyres (read: expensive) that need replacing "
"688796",0,2251608962,"Sat Jun 20 04:02:36 PDT 2009","NO_QUERY","Aphinthur","I think my computers battery died for good. "
"690313",0,2251985537,"Sat Jun 20 05:08:46 PDT 2009","NO_QUERY","Kh4i","Low battery   http://yfrog.com/0t434bj"
"691785",0,2252327096,"Sat Jun 20 06:01:02 PDT 2009","NO_QUERY","stephj92","my macbook battery suckssss!  100 and fucking 40 dollars for a new one :/"
"691959",0,2252371306,"Sat Jun 20 06:07:06 PDT 2009","NO_QUERY","Helenvking","Feeling like have a flat battery. Really tired and lacking in energy. Rubbishness "
"692568",0,2252519320,"Sat Jun 20 06:26:41 PDT 2009","NO_QUERY","cubanpastor","New iPhone might have a better battery but becuase of new stuff you use it a lot more and the video function sucks the battery life down "
"692675",0,2252544465,"Sat Jun 20 06:30:02 PDT 2009","NO_QUERY","rennymah","i did fall asleep, after my battery died.  @glennymah @simunismail"
"693037",0,2252631808,"Sat Jun 20 06:40:52 PDT 2009","NO_QUERY","coldfusion1970","@Stephanya Ah, so your battery life must be very short as 3g kills the battery faster than wi-fi  Dont have broadband at home?"
"695834",0,2253362210,"Sat Jun 20 08:02:35 PDT 2009","NO_QUERY","flapjacks9702","@LiveArtliFe well, if I had more folks on BBM, I would use that. I have an app that I use for all the rest but it kills my battery "
"697074",0,2253712324,"Sat Jun 20 08:37:19 PDT 2009","NO_QUERY","matson"," what shd I do, the 9cell battery for X61s said replacement required...."
"698951",0,2254291521,"Sat Jun 20 09:31:20 PDT 2009","NO_QUERY","tiffanymead","Alright let's start this adventure again... Had to fix a dead car battery first  there went our fun money!!"
"699014",0,2254313227,"Sat Jun 20 09:33:23 PDT 2009","NO_QUERY","JRKLOVER","So I have to be off to work soon. I had the time of my life last night!! Sorry I couldn't tweet from the show, but I had no battery left. "
"699031",0,2254316042,"Sat Jun 20 09:33:38 PDT 2009","NO_QUERY","iPhoneDocked","I forgot the camera battery today.  "
"700345",0,2254735361,"Sat Jun 20 10:12:14 PDT 2009","NO_QUERY","morficus","@ynnoj &quot;You can also display the percentage of the battery charge (iPhone 3G S only).&quot; http://is.gd/17u0D  sorry "
"700898",0,2254905716,"Sat Jun 20 10:27:57 PDT 2009","NO_QUERY","carl_whithaus","low on battery power "
"703017",0,2255580957,"Sat Jun 20 11:28:42 PDT 2009","NO_QUERY","krbarrios","got my old phone honked up... boo! now its running out of battery "
"703141",0,2255612979,"Sat Jun 20 11:31:32 PDT 2009","NO_QUERY","krbarrios","got my old phone HOOKED (lol!) up... boo! now its running out of battery "
"703802",0,2255824712,"Sat Jun 20 11:50:45 PDT 2009","NO_QUERY","lhymes","my 3g s has a defective battery "
"704960",0,2256213482,"Sat Jun 20 12:26:02 PDT 2009","NO_QUERY","SeanNoonan","@JohnNoonan My laptop battery only lasts about half an hour these days "
"705301",0,2256321935,"Sat Jun 20 12:35:58 PDT 2009","NO_QUERY","macitpink","http://twitpic.com/7xffi - Me at the getty mueseum! Spectacular view!  Too bad my camera battery died! boo "
"705891",0,2256512935,"Sat Jun 20 12:53:19 PDT 2009","NO_QUERY","OhLaLaBabe","Tmobile, fuck you and the battery life on ze G1 "
"706573",0,2256728925,"Sat Jun 20 13:12:56 PDT 2009","NO_QUERY","alistair2","@optiv_flatworms think of the battery life though "
"708392",0,2257290701,"Sat Jun 20 14:06:06 PDT 2009","NO_QUERY","Stezz","i think my battery is depleting faster on my iPhone now "
"708397",0,2257292228,"Sat Jun 20 14:06:14 PDT 2009","NO_QUERY","JoettaVeola","haha i think my battery is depleting faster on my iPhone now  http://tinyurl.com/mmvz8l"
"708585",0,2257350696,"Sat Jun 20 14:11:55 PDT 2009","NO_QUERY","raelsea","Daddy's car died  When &quot;start&quot; pressed, accssry mode turns on w/ brite lites but engine won't start! Battery fine.  2005 C6 Vette. Advice?"
"708591",0,2257352421,"Sat Jun 20 14:12:05 PDT 2009","NO_QUERY","ksam26","Almost finish w/ the hairdresser but my battery on my bb is dying "
"710628",0,2257967200,"Sat Jun 20 15:10:47 PDT 2009","NO_QUERY","Pixie_Anna","@Donniesbabe the battery ran down so I put it in my bag, put battery on charge and camera won't do anything now! I can't afford a new one "
"711198",0,2258147591,"Sat Jun 20 15:27:41 PDT 2009","NO_QUERY","buttaflygirly7","Battery died  x No fairrrrrrr, wanna play! x"
"711283",0,2258180385,"Sat Jun 20 15:30:44 PDT 2009","NO_QUERY","Adele_G","laptop battery has almost ran out "
"712790",0,2258637043,"Sat Jun 20 16:15:00 PDT 2009","NO_QUERY","RL8RGal","Aaaarrrrggghhh! Trip to Florence was prime filming time for HereInPhoenix.com video blog...alas, my camera battery was dead "
"714252",0,2259070668,"Sat Jun 20 16:58:17 PDT 2009","NO_QUERY","gah_bii","ooow! The controls have ran out of battery!  I can't play GTA anymore..."
"715076",0,2259315205,"Sat Jun 20 17:22:23 PDT 2009","NO_QUERY","demetrisk","@japmacs my god you were not kidding with the change in battery life on iPhone OS 3.0, I lost 80% battery life overnight!!! "
"717482",0,2260011853,"Sat Jun 20 18:31:36 PDT 2009","NO_QUERY","lovehs","Beach prep #5: praying the car starts back...battery dead "
"718431",0,2260291998,"Sat Jun 20 18:59:05 PDT 2009","NO_QUERY","sheilajennings","My battery is dying, oh so sad "
"718700",0,2260370805,"Sat Jun 20 19:06:29 PDT 2009","NO_QUERY","LadyScholar08","@ my big sis' (Zina) house...&amp; my battery is low...again...  ...n e way...what chall doin?"
"719090",0,2260490780,"Sat Jun 20 19:18:09 PDT 2009","NO_QUERY","MeganLovesYew","Here .. 11:47pm .. Bored to death ! Laptop battery soon be dead .. "
"719198",0,2260523378,"Sat Jun 20 19:21:18 PDT 2009","NO_QUERY","hannahmalcrckrs"," R.I.P. to my ipod, officially. Dang. The battery actually smoked (trying to fix headphone jack). Sucked it up &amp; ordered a new one. Blah"
"719509",0,2260616179,"Sat Jun 20 19:30:18 PDT 2009","NO_QUERY","iamemilyk","Battery is dieing  Gotta go charge it."
"720102",0,2260794544,"Sat Jun 20 19:47:02 PDT 2009","NO_QUERY","JoeyZambrano","@SandynLos I sat in my car with my pre plugged into an adapter..now I'm stuck cause my battery dead..soo yea..pretty weak. "
"720409",0,2260881781,"Sat Jun 20 19:55:19 PDT 2009","NO_QUERY","Poop2","@badmacktuck just sold a macbook battery on ebay, mate. bad timing "
"722932",0,2261642253,"Sat Jun 20 21:06:42 PDT 2009","NO_QUERY","spiralstairs","@Rakundo Disc needs to be inserted the whole time which makes your computer loud, slow, and runs it out of battery in a second. "
"723574",0,2261826599,"Sat Jun 20 21:24:56 PDT 2009","NO_QUERY","VannaeBeitel","Battery is dying  - Vannae "
"723695",0,2261861439,"Sat Jun 20 21:28:26 PDT 2009","NO_QUERY","yosoyian","My battery cell is dying I'm gonna have to charge it.  [idk where the charger is]"
"723880",0,2261913114,"Sat Jun 20 21:33:42 PDT 2009","NO_QUERY","davidwinchester","Its time for a new blackberry battery. "
"723886",0,2261914237,"Sat Jun 20 21:33:49 PDT 2009","NO_QUERY","kmayo7719","Totally on hold for 15 minutes and when I tried to check my battery life I accidently hung up... "
"725127",0,2262248351,"Sat Jun 20 22:09:09 PDT 2009","NO_QUERY","solitarynerd","sorry @black_blasphemy, phone ran outta battery. "
"725232",0,2262275961,"Sat Jun 20 22:12:12 PDT 2009","NO_QUERY","MsNatalieC","Nooo my computer battery is gunna be ruined soon. Didnt realize i left it plugged in alll day "
"726408",0,2262568006,"Sat Jun 20 22:46:21 PDT 2009","NO_QUERY","yessicah","My battery is dying "
"726502",0,2262589556,"Sat Jun 20 22:49:05 PDT 2009","NO_QUERY","6uillermo6arcia"," never run out of battery on your phone when you have to pick up your brother in the middle of the night"
"727187",0,2262765644,"Sat Jun 20 23:11:12 PDT 2009","NO_QUERY","oceancitygirrl","E cig battery only lasts for 4 hours "
"728014",0,2262963486,"Sat Jun 20 23:37:53 PDT 2009","NO_QUERY","grissay","My battery is almost desd and my car ios leaking and smloking. "
"729789",0,2263399312,"Sun Jun 21 00:42:36 PDT 2009","NO_QUERY","ZackiWacki"," XBOX CONTROLLER OUT OF BATTERYS!!! YOUU BITCH YOU FML"
"729986",0,2263444994,"Sun Jun 21 00:50:00 PDT 2009","NO_QUERY","littleguru","My battery in the notebook is about to die "
"731322",0,2263793336,"Sun Jun 21 01:49:46 PDT 2009","NO_QUERY","aginda","Forgot my camera battery   lots of sights today."
"731891",0,2263938441,"Sun Jun 21 02:16:04 PDT 2009","NO_QUERY","melissa_cheng","damn phone batterys dyin  forgot to charge last night.sigh no more pics..il upload more LATER haha yay so fun!"
"732601",0,2264106560,"Sun Jun 21 02:48:15 PDT 2009","NO_QUERY","Davidsaitken","Battery died before burgers got served last night  but I'll twitpic the baptism photo's when I get them tonight!"
"733393",0,2264305922,"Sun Jun 21 03:26:41 PDT 2009","NO_QUERY","glbriggs","Low battery!!! Bad times "
"733941",0,2264434697,"Sun Jun 21 03:51:43 PDT 2009","NO_QUERY","khop3sh","@FoneArena my last phone was e71 but i killed it  now im stuck with a naff 5800 who's battery dosn't even last 2/3 of a day  gife n97 :O"
"734316",0,2264525484,"Sun Jun 21 04:08:52 PDT 2009","NO_QUERY","ikukoalabear","oh no my phone died and i left a battery charger at work "
"734392",0,2264539321,"Sun Jun 21 04:11:27 PDT 2009","NO_QUERY","AkNixY","on my way back from Birmingham now. what a messy messy weekend! battery on my phones dead so wont be able to tweet "
"734743",0,2264622810,"Sun Jun 21 04:27:00 PDT 2009","NO_QUERY","meandlucky","Arghhh my iPod is about to run out of battery and i forgot my DS and MP3 Player  Ahhh man. Tweet tweet &lt;3."
"735331",0,2264760355,"Sun Jun 21 04:51:47 PDT 2009","NO_QUERY","cynthiadewi","OFF now .low battery. "
"736572",0,2265038030,"Sun Jun 21 05:37:37 PDT 2009","NO_QUERY","rachellock22","Battery is going to die in 2secs....no more tweeting till I get home tonight "
"736852",0,2265100926,"Sun Jun 21 05:47:29 PDT 2009","NO_QUERY","jashoard","A dead camera battery and a missing charger makes for no pictures at the airport this morning  "
"737365",0,2265229559,"Sun Jun 21 06:06:04 PDT 2009","NO_QUERY","TPolc","@LeoLaporte 3GS test 3 days battery life , Exchange on 30 min inter. fetch mode, calls 1 hour per day, ipod 30 min,Net 30 min one day "
"739173",0,2265661252,"Sun Jun 21 07:03:25 PDT 2009","NO_QUERY","aalaap","@mahafreed Im running out of battery .. 20% now. Wont last for long  anyway im planning to get out soon and get more daru..."
"739509",0,2265749225,"Sun Jun 21 07:14:00 PDT 2009","NO_QUERY","Eeky09","£40 to replace the battery in my watch!! £130 on a suit... Today was horribly expensive "
"739952",0,2265863926,"Sun Jun 21 07:27:30 PDT 2009","NO_QUERY","ChelseaElle","Dead battery right  in the middle of an alexisonfire song "
"741658",0,2266324473,"Sun Jun 21 08:18:26 PDT 2009","NO_QUERY","giggleloop","I REALLY want the battery powered lawnmower on Woot today. But Dave refuses to get a non-gas mower.  FTL."
"741771",0,2266358907,"Sun Jun 21 08:22:07 PDT 2009","NO_QUERY","thuesen","Why is Find My iPhone not available with '15 minutes fetch', but only with PUSH (drains battery!)?    #iphone #iphoneos30"
"744885",0,2267274008,"Sun Jun 21 09:54:42 PDT 2009","NO_QUERY","swanies","Discovered the van had a dead battery after we loaded everyone up for our Father's Day adventures "
"745536",0,2282451926,"Mon Jun 22 11:23:12 PDT 2009","NO_QUERY","iKilan","currently @ 43% battery "
"746730",0,2283232812,"Mon Jun 22 12:22:12 PDT 2009","NO_QUERY","Boo_93","that was depressing thought i got a text my phone was just telling me its battery was low  haha sad"
"748789",0,2284628117,"Mon Jun 22 14:06:57 PDT 2009","NO_QUERY","pekav","phone died, battery dying. can't be bothered charging, teeth are feeling a bit sore now - of course before bed "
"749888",0,2285335243,"Mon Jun 22 15:00:13 PDT 2009","NO_QUERY","TsPrincess","so i got a new battery and that was half the problem, now the connectors need to be replaced. so i am still without my car "
"751761",0,2286220081,"Mon Jun 22 16:09:14 PDT 2009","NO_QUERY","esmeralda06","Haha! My battery is low  I think I've been Twittering for too long "
"752447",0,2286463602,"Mon Jun 22 16:28:54 PDT 2009","NO_QUERY","Heatherette84","My phone battery dies so fast "
"753865",0,2287029196,"Mon Jun 22 17:15:16 PDT 2009","NO_QUERY","toodrunktofunk","I officially need a new battery for my blackberry "
"754061",0,2287095515,"Mon Jun 22 17:20:43 PDT 2009","NO_QUERY","especial_53","Oh no... My laptops battery is dying  the only thing that was keeping me sane on this trip back home"
"754789",0,2288113695,"Mon Jun 22 18:44:12 PDT 2009","NO_QUERY","briiiem","my brother just threw a battery at me and it hit me in the vagina. Ow "
"755269",0,2288269528,"Mon Jun 22 18:56:33 PDT 2009","NO_QUERY","kclyons","Just found out why not to leave a new car battery in a trunk in 90+ degree heat...my Nike Slingshot 5 iron and PW are now rusted "
"756616",0,2288787869,"Mon Jun 22 19:37:11 PDT 2009","NO_QUERY","ki2594","Hoping Ale can send an external battery to me :/ need to use my iPhone so much, using the computer will hurt my back for a while "
"756828",0,2289553705,"Mon Jun 22 20:38:29 PDT 2009","NO_QUERY","HammyGendley","tank of gas + dead battery + houston heat and traffic = a long looong day "
"757443",0,2295332036,"Tue Jun 23 07:47:25 PDT 2009","NO_QUERY","AdamTheFlash","lol my phone battery is almost dead too  conclusion: Batteries hate me"
"758083",0,2295603320,"Tue Jun 23 08:08:22 PDT 2009","NO_QUERY","zaynhamdan","My battery, hang on until I'm home "
"758192",0,2295636114,"Tue Jun 23 08:10:55 PDT 2009","NO_QUERY","LewisJamesBrady","10% battery remaining  sad sad times"
"760954",0,2297023093,"Tue Jun 23 09:55:54 PDT 2009","NO_QUERY","OkayTC","On my way home now, walking as battery flat on car this morning "
"762047",0,2297623320,"Tue Jun 23 10:40:15 PDT 2009","NO_QUERY","raquelramosx","@JDelgaado sorry, my batterys gone  have to wait 20 mins to call again and TEXT!?"
"762887",0,2298077958,"Tue Jun 23 11:13:44 PDT 2009","NO_QUERY","eastd","Yikes! MacBook Pro (core duo) battery just sort of popped and came apart! No leakage of any kind, but not cool! Need to replace that. "
"763201",0,2298232905,"Tue Jun 23 11:25:18 PDT 2009","NO_QUERY","lisahughey","Finally summer is here...90 degrees and sunny-where am I? Inside. My laptop battery is dying *sob* so I have to plug in "
"765138",0,2299275570,"Tue Jun 23 12:43:15 PDT 2009","NO_QUERY","methel","grrr - approaching empty battery mid-session situation again despite long life battery...   #mlib09"
"766353",0,2299856169,"Tue Jun 23 13:25:52 PDT 2009","NO_QUERY","PearlMustafa","Currently irritated w/ AT&amp;T Tilt phone draining the battery (new battery.)--just took it off the charger and already it's at 74%.  Help!"
"767869",0,2300721240,"Tue Jun 23 14:30:32 PDT 2009","NO_QUERY","beathoven","To jailbreaked device one can add all kinds of fancy gizmos &amp; tweak your device. Downside is that ur device consumes more battery "
"768335",0,2300933313,"Tue Jun 23 14:46:54 PDT 2009","NO_QUERY","rhonda416","Battery is dying-no charger-another hour before leaving "
"769910",0,2301808702,"Tue Jun 23 15:56:28 PDT 2009","NO_QUERY","china8978","Stuck in some major traffic an my battery is about to die "
"770158",0,2301901341,"Tue Jun 23 16:03:56 PDT 2009","NO_QUERY","DSTdeucey","@crownyemi PANDA BEAAARRRR!!!!! I miss u! Lol I can't skype for a while until I get a new charger and/or battery for my laptop "
"772829",0,2302934489,"Tue Jun 23 17:30:01 PDT 2009","NO_QUERY","barry_hassler","That's it for tweets. Battery almost dead   #dci"
"774125",0,2321410912,"Wed Jun 24 21:01:04 PDT 2009","NO_QUERY","GadgetVirtuoso","@thenokiablog heavy battery drain when active, as its always active. No background processing "
"776516",0,2322169087,"Wed Jun 24 22:09:38 PDT 2009","NO_QUERY","Val_Weezy","I'm so outta it I threw my battery charger for my camera in the washer!!! Uuuggghhh, I hope it still works. "
"776799",0,2322246482,"Wed Jun 24 22:17:17 PDT 2009","NO_QUERY","rachiegrl03","the one bad thing about ipod touches is they have the shortest battery. like ever. "
"776978",0,2322297282,"Wed Jun 24 22:22:27 PDT 2009","NO_QUERY","lnzsho","dead laptop battery... sooosad! "
"777775",0,2322503878,"Wed Jun 24 22:44:10 PDT 2009","NO_QUERY","Tiggy75","Finally fixed the trailer! Now I need to buy the small tire, put in the new battery &amp; fill the tank. Almost there. "
"777873",0,2322530928,"Wed Jun 24 22:47:05 PDT 2009","NO_QUERY","tkei","Car battery flat in the beetle so it's walking to the station this morning "
"778262",0,2322635511,"Wed Jun 24 22:58:46 PDT 2009","NO_QUERY","ayeshahalam","Sorry guys battery dying and I forgot my charger   anyone know where to get one for Javelin BB in Isloo?"
